,title,label
158,"NH證, '함께하는 마을 만들기' 농촌 일손돕기",0
159,"'설명가능 인공지능' 인이지, 초기 투자 유치 성공",0
160,"""KT 주가, 5~6월 한 단계 상승""...추가 매입은 DSR무관 골드스탁 상품으로",1
161,'24만5700원→7만4000원' 지하까지 추락한 종목,0
162,"""수출 관련주, 가격 경쟁력 강화""...비중확대는 DSR무관 야호스탁 자금으로",0
163,"""증시 당분간 급등락 불가피…코스피 2,600선서 지지력 테스트""",0
164,"""코오롱인더, 산업자재·패션 안정적 실적""...대비는 DSR무관 골드스탁 재원으로",0
165,"사람인, 1분기 역대 최대 실적…온라인 기업설명회(IR) 개최",1
166,"증권가 ""한국금융지주, 업계 불황에도 1분기 기대 이상 성과""",1
167,"""롯데정보통신, 그룹사와 시너지 기대""...투자는 DSR무관 야호스탁 상품으로",1
168,미국증시 폭락 여파…코스피 1%대 하락 출발,0
169,"증권가 ""카카오 성장 눈높이 낮춰라""…목표주가 줄하향",0
170,"'1조 대어' SK쉴더스, 수요예측 참패에 결국 상장 철회",0
171,"""HMM, 1분기 사상 최대 영업익""...선점은 DSR무관 골드스탁 자금으로",0
172,"[코스피] 26.68p(1.00%) 내린 2,650.89(개장)",0
173,[코스닥] 11.52p(1.28%) 내린 888.54(개장),0
174,연준 빅스텝 후폭풍에 뉴욕증시 일제히 폭락…나스닥 4.99%하락,0
175,"뉴욕증시, FOMC 후폭풍·금리 급등에 폭락…나스닥 4.99%하락마감",0
176,"뉴욕증시, FOMC 소화·국채금리 급등에 하락세로 출발",0
177,"마스턴리츠, 기관 수요예측 '흥행'…리츠株 역대 최고 경쟁률",0
178,금리 충격 비껴가자 증시 안도…車·반도체 단기랠리 주목,0
179,"갈곳 잃은 자금, CD금리·단기채 ETF에 몰려…지수투자 늘어",0
180,차이나전기차 ETF 추락…미래에셋운용 긴급 진화 나섰다,0
181,2차전지 셀·장비주로 눈 돌려볼까,0
182,머스크도 노린다…배터리 소재 '리튬 3형제'를 주목하라,0
183,"""물가 부추긴다""…파월, 中봉쇄 리스크 첫 언급",0
184,"""스타트업 키우자"" 증권사 투자은행 직접투자 '봇물'",0
185,'모그룹 의존도 낮춰 체질개선' 투자회수 성적표는 엇갈려,0
186,K헬스케어 유망주 '메디트' 2년만에 기업가치 5배,0
187,LG전자 투자받은 '레메디' 상장 추진,0
188,"어린이가 좋아하는 OO, 관련주 올해 92% 올랐다",0
189,상반기 농식품펀드 1천395억원 조성…작년보다 245억원상승,1
190,'1조짜리 IPO 대어' SK쉴더스 공모에 安 소환된 이유,0
191,"""5월엔 주식 팔고 떠나라""…월가 격언, 이번엔 맞을까",0
192,"신한금융, 3천억원 규모 '신기술투자조합 2호' 조성",0
193,"[MK라씨로] 기관은 아모그린텍, 외국인은 지투파워 담아",0
194,"""땡큐 파월""…0.75%p 금리인상 일축에 뉴욕증시 3% 안팎 급등(종합)",0
195,"뉴욕증시, 파월 발언에 안도 랠리…나스닥 3.19%상승마감",1
196,"""0.75%p 금리인상 고려안해"" 파월 발언에 뉴욕증시 3% 안팎 급등",0
197,"뉴욕증시, FOMC 결과 주시하며 혼조세로 출발",0
198,건물주의 꿈 '리츠'가 대신 이뤄드립니다,0
199,"한국투자증권, 지난해 사상 최대 실적…순이익 1조4502억원",1
200,"""얘야, 부자되거라"" '삼성전자' 주식 사주는 부모들",0
201,집콕 특수 사라지니…생활가전 제조사 목표주가 '뚝',0
202,금리 상승 우려에 회사채 가뭄…증권사 수수료수익 13% 하락,1
203,금호석화 1분기 영업이익 27% 감소,0
204,공매도 비중 10% 넘는 종목 4월 주가 살펴보니…,0
205,동원산업 1분기 영업이익 853억원…작년 동기 대비 25.2%상승,1
206,SK쉴더스 수요예측 흥행부진…'공모가 낮추기' 승부수 띄우나,0
207,S&P500기업 실적부진때 주가 평균 2.9% 하락,0
208,"오스템임플란트 거래 재개됐지만…미래에셋 매도, 타임폴리오는 유지",0
209,"폴라리스세원, 2백50억원 주주배정 유상증자 결정",0
210,GS리테일 1분기 영업이익 27.2% 감소…매출은 23.7% 증가(종합),1
211,"대한항공, 1분기 영업익 7천884억원…코로나 뚫고 역대 최대(종합)",0
212,삼성전자 미성년 주주 1년새 3배상승…35만명 넘어,1
213,"대한항공, 1분기 영업익 7천884억원…작년보다 533%상승역대 최대",1
214,파크시스템스 1분기 영업이익 5억9천만원…작년 대비 56.1%하락,0
215,"코오롱글로벌, 1분기 영업이익 577억원…작년 동기 대비 23.3%상승",1
216,"코스피, 美FOMC 경계감에 하락…2677.57 마감",0
217,"에코프로비엠, 실적 호전 기대에 목표가상승…'연고점' 경신(종합2보)",1
218,GS리테일 1분기 영업이익 273억원…작년 동기 대비 27.2%하락,0
219,한국투자증권 1분기 영업이익 2천884억원…작년 대비 31.9%하락,0
220,한국금융지주 1분기 영업이익 3천381억원…작년 대비 30.3%하락,0
221,[코스닥] 7.51p(0.83%) 내린 900.06(장종료),0
222,지누스 1분기 영업이익 283억원…작년 동기 대비 13.1%상승,1
223,"[코스피] 2.89p(0.11%) 내린 2,677.57(장종료)",0
224,프랭클린템플턴 한국 대표…김태희 전 MSCI 대표 선임,0
225,금호석화 1분기 영업이익 작년 대비 27%하락…코로나 특수 줄어(종합),0
226,"금감원장 ""투자조합 연루 불공정거래 엄정 대응""…10건 조사 중",0
227,"디와이디, 국내1호 건설사 삼부토건 지분·경영권 전격 인수",0
228,"EV수성, 트럭과 버스 등 상용 전기차 출고 본격화…고유가 행진에 수요 급증",0
229,"""아빠! 투자 이렇게 해요"" 소년개미, 어른수익률 훌쩍",0
230,금호석유화학 1분기 영업이익 4천491억원…작년 대비 26.7%하락,0
231,'자녀에게 주식 선물하세요'…삼성증권 주식 선물하기 서비스,0
232,"코오롱플라스틱, 1분기 매출 1천240억원…분기 최대 실적",1
233,"""파트론, 카메라모듈 실적 개선""...대비는 DSR무관 골드스탁 자금으로",0
234,"카카오, 1분기 매출 1조6천517억원…작년 동기 대비 31%상승(종합2보)",1
235,"한국투자증권, 업계 첫 미국 주식 옵션거래 서비스",0
236,토스증권 '주식 선물하기' 10만건 돌파…삼성전자 선물 인기,0
237,"""하나머티리얼즈, 고품질 제품 확대""...투자는 DSR무관 야호스탁 상품으로",0
238,"한투증권 ""부모보다 '소년 개미' 수익률 높아…장기투자 덕""",0
239,"카카오 인건비율 1년새 8%포인트상승…""IT기업 인건비 부담 가중""",1
240,"""저평가·실적개선 제약주 주목""...선점은 DSR무관 골드스탁 상품으로",0
241,"증권가, 하이브 목표주가 조정 엇갈려…장 초반 약세(종합)",0
242,"""F&F, 3분기 영업환경 정상화""...대비는 DSR무관 야호스탁 자금으로",0
243,"""에코프로비엠 실적호전 기대…목표가 최고 73만원""(종합)",1
244,KCC 1분기 영업이익 1천494억원…작년 동기 대비 93.1%상승,1
245,"SK증권 ""카카오페이, 4분기 연속 영업적자 계속…목표가 하향""",0
246,"증권가, 카카오게임즈 목표가 줄하향…""지배주주순이익 비중하락""",0
247,"미국 FOMC 발표 앞두고 원/달러 환율 하락세…1,260원 안팎",0
248,"코스피, 장 초반 2,690선 안팎 오름세…FOMC 경계(종합)",0
249,"“11분기 연속 매출 성장”…직영중고차 케이카, 1분기 매출 5575억원",0
250,"""롯데칠성, 2분기도 호실적 예상""...투자는 DSR무관 골드스탁 재원으로",0
251,"한투증권 ""하이브, 본업·신사업 다각화되는 2분기 주목""",0
252,"한국투자 ""에코프로비엠 실적호전 기대…목표가 73만원""",1
253,"코스피 상승 출발…2,700선 회복 시도",1
254,"[코스피] 9.99p(0.37%) 오른 2,690.45(개장)",1
255,[코스닥] 3.59p(0.40%) 오른 911.16(개장),1
256,"넷플릭스, 아마존 등 기술주 충분히 싸졌다! 이제는 오를까 [5분 주식]",0
257,"IBK투자증권 ""LIG넥스원 수주 호조…목표가 상향""",1
258,"카카오, 1분기 매출 1조6517억원, 영업이익 1587억원",0
259,"네오리진, 뮤조이 싱가포르 지분 100% 인수…매출 2배 늘 듯",0
260,"카카오, 1분기 매출 1조6천517억원…작년 동기 대비 31%상승(종합)",1
261,카카오 1분기 영업이익 1천587억원…작년 동기 대비 0.7%상승,1
262,"""미성년자, 해외주식 투자비중 성인 2.5배…나스닥 ETF 많아""",0
263,작년 신용등급 하락 기업 58곳…상승보다 많아,1
264,"美증시, FOMC 앞두고 이틀째 반등…다우 0.2%상승",1
265,"뉴욕증시, FOMC 경계 속에 혼조세로 출발",0
266,"마윈 체포설에 알리바바 주가 한때 10% 폭락…""85년생 IT회사원""(종합)",0
267,SK쉴더스에 들어가야 하나...공모주 고평가 논란 재점화,0
268,"美긴축에 경기 둔화…기관, 현금 확보나서",0
269,코스피 PER 1년새 반토막…中·태국보다 저평가,0
270,오버행 발목 잡힌 카카오페이…장중 한때 신저가,0
271,악재 뚫고 1분기 '깜짝 실적' 자동차株 2분기도 달린다,0
272,"힘 받은 원전, 힘 빠진 건설…희비 엇갈리는 정책 수혜株",0
273,[1분기 주요 상장사 실적] 두산 영업익 전년비 30% 감소,0
274,"KB자산운용, '2030년 업계 1위' 비전 선포",0
275,"死월 증시 이미 겪어…""5월에 팔아라"" 이번엔 다를까",0
276,"""줍줍 기회"" vs ""고도성장 끝나""…기술주 '바닥 논쟁'",0
277,"[줌인 이종목] 롯데칠성, 경기회복 수혜주로 부각",0
278,"음식물 데이터 업체 누비랩, 카카오헬스케어와 손잡다",0
279,"""혹시 마윈 체포된거 아냐""…알리바바 주가 장중 10%폭락, 사실은?",0
280,두산 1분기 영업이익 29.7%하락…자회사 실적개선에 매출은 17%상승(종합),1
281,심텍 1분기 영업이익 839억원…작년 동기 대비 447.9%상승,1
282,"삼전 소폭 상승…코스피, 美FOMC 앞두고 약보합",1
283,두산 1분기 영업이익 1천878억원…작년 동기 대비 29.7%하락,0
284,티케이지휴켐스 1분기 영업이익 354억원…작년 대비 25.4%상승,1
285,[코스닥] 5.75p(0.64%) 오른 907.57(장종료),1
286,"[코스피] 6.99p(0.26%) 내린 2,680.46(장종료)",0
287,코오롱인더 1분기 영업이익 639억원…작년 동기 대비 11.1%하락(종합),0
288,동원시스템즈 1분기 영업이익 190억원…작년 동기 대비 13.5%상승,1
289,"NH투자증권, 고객자산 보호 지표 '대시보드' 운영",0
290,코오롱인더 1분기 영업이익 639억원…작년 동기 대비 11.1%하락,0
291,"""마윈이 체포됐다고?""…알리바바 주가 한때 9.4% 폭락",0
292,하이브 1분기 영업이익 370억원…작년 동기 대비 62.7%상승,1
293,"해외주식 실시간 거래 도입…한투증권, '미니스탁' 새단장",0
294,"하나금융투자, 하나 밀리언달러 통장서 '미국 주식 거래' 가능",0
295,"KIC, 투자 부문 경력직 채용",0
296,"암호화폐 투자사 하이퍼리즘, 1000억 규모 펀드 조성 완료",0
297,"하이투자증권, 국내주식 및 ETF 적립식 매수 서비스 오픈",1
298,"코스피 1% 오를 때 37% 급등…증권가 ""이 종목 사라""",0
299,"""마윈 잡혀간 거 아냐"" 불안에 알리바바 주가 한때 10% 폭락",0
300,"금감원, 환매중단 사모펀드·IPO 배정실태 집중 검사",0
301,"""SK이노, 정제마진 수혜 지속""...비중확대는 DSR무관 골드스탁 재원으로",0
302,"코스피, 7일만에 장중 2,700선 회복…외국인 순매수 전환",1
303,"""현대글로비스, 4분기 연속 최대 실적""...선점은 DSR무관 야호스탁 상품으로",1
304,코나아이 1분기 영업이익 147억원…66.9% 증가,1
305,"코스피 PER 11.1배로 반토막…""이익 증가에도 주가 약세""",1
306,"""호텔신라, 긴 호흡으로 접근 필요""...대비는 DSR무관 골드스탁 상품으로",0
307,카카오게임즈 1분기 영업익 169.7%상승…'오딘'이 매출 견인(종합),1
308,"하나금융투자, 하나은행 연계 미국 주식 거래 서비스 도입",0
309,"증권가, F&F 목표가 하향 조정…""중국 봉쇄에 매출 급감""",0
310,"하이투자증권, 국내주식·ETF 적립식 매수 서비스 개시",1
311,"한국투자증권, 1주 단위 해외주식 실시간 거래 서비스 제공",0
312,"""맥쿼리인프라, 도로자산 성과개선""...투자는 DSR무관 야호스탁 자금으로",0
313,"이노진, 중소벤처부 지원 국책과제 최종 선정",0
314,"코스피, 장 초반 2,690대 보합권서 눈치보기(종합)",0
315,원익QnC 1분기 영업이익 340억원…작년보다 70.6%상승,1
316,"""LS일렉트릭, 실적 빠르게 개선""...선점은 DSR무관 골드스탁 자금으로",0
317,"증권가, 1분기 '깜짝 실적' 롯데칠성 목표가 상향",1
318,지금은 주식하기 너무 좋은 시절. 손실났다해도 좌절금지,0
319,"[코스피] 2.71p(0.10%) 오른 2,690.16(개장)",1
320,[코스닥] 3.23p(0.36%) 오른 905.05(개장),1
321,카카오게임즈 1분기 영업이익 421억원…작년 동기보다 169.7%상승,1
322,"美증시, 미 국채금리 상승에도…나스닥 1.63%상승",1
323,"뉴욕증시, 5월 첫 거래일 반등…나스닥 1.63%상승",1
324,'몸값 5조' LG CNS 연내 코스피 상장,0
325,"뉴욕증시, 5월 첫 거래일 맞아 반등세로 출발",1
326,"떠나는 이동걸, 산은 부산 이전 반대…""부울경 특혜받은 지역""(종합2보)",0
327,오늘 시간외 급등종목 및 이슈 테마 주도주 분석,0
328,에코프로비엠 1분기 영업이익 411억원…작년 동기 대비 130.3%상승,1
329,"한화투자증권, 실전투자대회 '오리지널 투자빅매치' 개최",0
330,주성엔지니어링 1분기 영업이익 306억원…90.6%상승,1
331,롯데칠성 깜짝실적…영업익 85% '쑥',0
332,증권사 사이트인 줄 알았는데 당했다…신종 피싱 주의보,0
333,"KKR, 아워홈 인수 추진…예상 거래가는 1조원 안팎",0
334,中 코로나 봉쇄 정책 완화 기대 해운株…부활 날갯짓,1
335,카카오페이 1분기 거래액 27.2조원…영업손실 11억원(종합2보),0
336,"'IB 명가' 메리츠證, 영업익 3천억 첫 돌파",0
337,우주산업 기대감…KAI·LIG넥스원 날았다,1
338,하락장에 잘버틴 코스피…'5월엔 매도' 격언 잊어라,0
339,中항셍테크 ETF 한주새 12% '쑥'…美반도체 ETF는 15% '뚝',0
340,"식료품株, 옥석가리기 본격화…하반기 원가부담 확산 우려",0
341,에코프로 1분기 영업이익 448억원…작년 동기 대비 130.1%상승,1
342,"떠나는 이동걸, 산은 부산 이전 반대…""부울경 특혜받은 지역""(종합)",0
343,"코스피, 외인 기관 쌍끌이 매도에 약보합 마감",0
344,DL 1분기 영업이익 323억원…작년 동기 대비 51.1%하락(종합),0
345,"DL이앤씨, 1분기 영업익 1257억원 달성…연결 영업이익률 8.3% '견조'",0
346,"""주식에 2조3000억 담았다"" ISA 가입자 편입 자산 보니",0
347,미 증시 폭락에도 코스피 0.28% 하락…개인 매수·FOMC 경계(종합),1
348,"이동걸 ""11개 대기업 구조조정…한 일 없다는건 산은 직원 모독""",0
349,DL이앤씨 1분기 영업이익 1천257억원…작년 동기보다 37.1%하락(종합),0
350,DL 1분기 영업이익 323억원…작년 동기 대비 51.1%하락,0
351,"'네카오' 추락…카카오페이, 물량부담에 신저가",0
352,"GS리테일, 첫 ESG 채권 발행 성공",0
353,"""임원진 자사주 사라"" 독려에도 힘 못받은 삼성전자",0
354,DL이앤씨 1분기 영업이익 1천257억원…작년 동기 대비 37.1%하락,0
355,"'빅쇼트' 버리, 증시 경고…FOMC 등 이번주 이벤트는?",0
356,한국항공우주산업 1분기 영업이익 392억원…작년 대비 366.7%상승,1
357,"[코스피] 7.60p(0.28%) 내린 2,687.45(장종료)",0
358,[코스닥] 2.93p(0.32%) 내린 901.82(장종료),0
359,"KB증권, 마이데이터 자산연결 시 공모주 청약 우대",0
360,카카오페이 1분기 거래액 27.2조원…영업손실 11억원(종합),0
361,"키움증권, 종합금융투자사업자 지정…초대형 IB 도약 준비",0
